date,player_name,goals_scored,penalty,own_goal
1959-09-12T00:00:00Z,Keith Simmons,1,0,0
1959-09-19T00:00:00Z,Brian Loveridge,1,0,0
1959-09-19T00:00:00Z,Brian Barker,2,0,0
1959-09-26T00:00:00Z,Brian Barker,2,0,0
1959-10-03T00:00:00Z,Keith Simmons,1,0,0
1959-10-03T00:00:00Z,Gerry Fielding,1,0,0
1959-10-03T00:00:00Z,Brian Barker,1,0,0
1959-10-10T00:00:00Z,Keith Simmons,2,0,0
1959-10-10T00:00:00Z,Eddie Attwood,2,0,0
1959-10-10T00:00:00Z,Brian Barker,1,0,0
1959-10-10T00:00:00Z,Padfield,1,0,0
1959-10-17T00:00:00Z,Keith Simmons,3,0,0
1959-10-17T00:00:00Z,Brian Barker,1,0,0
1959-10-24T00:00:00Z,Eddie Attwood,4,0,0
1959-10-24T00:00:00Z,Brian Barker,2,0,0
1959-10-24T00:00:00Z,Slade,1,0,0
1959-10-31T00:00:00Z,Brian Barker,1,0,0
1959-10-31T00:00:00Z,Keith Simmons,1,0,0
1959-11-07T00:00:00Z,Brian Barker,3,0,0
1959-11-14T00:00:00Z,Brian Barker,2,0,0
1959-11-14T00:00:00Z,Eddie Attwood,2,0,0
1959-11-14T00:00:00Z,Gerry Fielding,1,0,0
1959-11-14T00:00:00Z,Simpkins,1,0,0
1959-11-14T00:00:00Z,Keith Simmons,1,0,0
1959-11-21T00:00:00Z,OG,1,0,1
1959-12-12T00:00:00Z,Bryant,1,0,0
1959-12-12T00:00:00Z,Brian Barker,1,0,0
1959-12-12T00:00:00Z,Keith Simmons,1,0,0
1959-12-19T00:00:00Z,Brian Barker,1,0,0
1959-12-26T00:00:00Z,Eddie Attwood,1,0,0
1959-12-26T00:00:00Z,Keith Simmons,1,0,0
1960-01-02T00:00:00Z,Brian Barker,1,0,0
1960-01-09T00:00:00Z,Keith Simmons,3,0,0
1960-01-09T00:00:00Z,Eddie Attwood,1,0,0
1960-01-09T00:00:00Z,Mervyn Canning,1,0,0
1960-01-23T00:00:00Z,Brian Barker,1,0,0
1960-01-23T00:00:00Z,Keith Simmons,2,0,0
1960-01-23T00:00:00Z,Gerry Fielding,1,0,0
1960-01-30T00:00:00Z,Phil Curtis,2,0,0
1960-01-30T00:00:00Z,Mervyn Jeremiah,2,0,0
1960-01-30T00:00:00Z,Keith Simmons,3,0,0
1960-01-30T00:00:00Z,Eddie Attwood,1,0,0
1960-01-30T00:00:00Z,Unknown,1,0,0
1960-02-27T00:00:00Z,Phil Curtis,1,0,0
1960-02-27T00:00:00Z,Simmons,2,1,0
1960-02-27T00:00:00Z,Brian Barker,1,0,0
1960-03-02T00:00:00Z,Keith Simmons,1,0,0
1960-03-02T00:00:00Z,Phil Curtis,1,0,0
1960-03-02T00:00:00Z,J Marchant,2,0,0
1960-03-02T00:00:00Z,Eddie Attwood,1,0,0
1960-03-02T00:00:00Z,Brian Barker,1,0,0
1960-03-19T00:00:00Z,Eddie Attwood,3,0,0
1960-03-19T00:00:00Z,Keith Simmons,2,0,0
1960-03-19T00:00:00Z,Brian Barker,2,0,0
1960-03-19T00:00:00Z,Mervyn Canning,1,0,0
1960-03-26T00:00:00Z,Keith Simmons,2,0,0
1960-03-26T00:00:00Z,Eddie Attwood,1,0,0
1960-03-26T00:00:00Z,Brian Barker,1,0,0
1960-03-26T00:00:00Z,Phil Curtis,1,0,0
1960-04-02T00:00:00Z,Johnny Edwards,1,0,0
1960-04-02T00:00:00Z,Brian Barker,1,0,0
1960-04-15T00:00:00Z,Brian Barker,1,0,0
1960-04-15T00:00:00Z,J Marchant,1,0,0
1960-04-30T00:00:00Z,Phil Curtis,1,0,0
1960-04-30T00:00:00Z,Brian Barker,3,0,0
1960-04-30T00:00:00Z,Eddie Attwood,2,0,0
1960-05-03T00:00:00Z,Brian Barker,2,0,0
1960-05-03T00:00:00Z,Keith Simmons,1,0,0
1960-05-03T00:00:00Z,OG,1,0,1
1960-05-03T00:00:00Z,Phil Curtis,1,0,0
1960-08-20T00:00:00Z,Clare,1,0,0
1960-08-27T00:00:00Z,Eddie Attwood,1,0,0
1960-08-27T00:00:00Z,Brian Barker,1,0,0
1960-08-27T00:00:00Z,Brian Loveridge,1,0,0
1960-08-27T00:00:00Z,Keith Simmons,2,0,0
1960-08-27T00:00:00Z,Phil Curtis,1,0,0
1960-09-03T00:00:00Z,Phil Curtis,1,0,0
1960-09-03T00:00:00Z,Brian Barker,1,0,0
1960-09-05T00:00:00Z,Brian Barker,3,0,0
1960-09-10T00:00:00Z,Brian Barker,2,0,0
1960-09-10T00:00:00Z,Phil Curtis,1,0,0
1960-09-24T00:00:00Z,Brian Barker,3,0,0
1960-09-24T00:00:00Z,Eddie Attwood,3,0,0
1960-09-24T00:00:00Z,Keith Simmons,2,0,0
1960-09-24T00:00:00Z,Phil Curtis,1,0,0
1960-10-01T00:00:00Z,Eddie Attwood,3,0,0
1960-10-01T00:00:00Z,Brian Barker,3,0,0
1960-10-01T00:00:00Z,Keith Simmons,1,0,0
1960-10-01T00:00:00Z,Phil Curtis,1,0,0
1960-10-08T00:00:00Z,Brian Barker,3,0,0
1960-10-08T00:00:00Z,Phil Curtis,2,0,0
1960-10-08T00:00:00Z,OG,1,0,1
1960-10-22T00:00:00Z,Brian Barker,2,0,0
1960-10-22T00:00:00Z,Keith Simmons,1,0,0
1960-11-05T00:00:00Z,Brian Barker,2,0,0
1960-11-12T00:00:00Z,Brian Barker,1,0,0
1960-11-12T00:00:00Z,OG,1,0,1
1960-11-12T00:00:00Z,Eddie Attwood,1,0,0
1960-11-19T00:00:00Z,Brian Barker,2,0,0
1960-11-19T00:00:00Z,Eddie Attwood,1,0,0
1960-11-26T00:00:00Z,Keith Simmons,4,0,0
1960-11-26T00:00:00Z,Eddie Attwood,1,0,0
1960-12-03T00:00:00Z,Phil Curtis,2,0,0
1960-12-03T00:00:00Z,Eddie Attwood,1,0,0
1960-12-03T00:00:00Z,Brian Barker,1,0,0
1960-12-17T00:00:00Z,Brian Barker,1,0,0
1960-12-17T00:00:00Z,Eddie Attwood,1,0,0
1960-12-26T00:00:00Z,Brian Barker,2,0,0
1960-12-26T00:00:00Z,Eddie Attwood,1,0,0
1960-12-26T00:00:00Z,Charlie Collins,1,0,0
1960-12-27T00:00:00Z,Keith Simmons,5,0,0
1960-12-27T00:00:00Z,Eddie Attwood,3,0,0
1960-12-31T00:00:00Z,Keith Simmons,2,0,0
1961-01-07T00:00:00Z,Phil Curtis,1,0,0
1961-01-07T00:00:00Z,Keith Simmons,1,0,0
1961-01-07T00:00:00Z,Brian Barker,1,0,0
1961-01-14T00:00:00Z,Brian Barker,1,0,0
1961-01-21T00:00:00Z,Mervyn Jeremiah,1,0,0
1961-01-21T00:00:00Z,Phil Curtis,1,0,0
1961-01-21T00:00:00Z,Keith Simmons,1,0,0
1961-02-04T00:00:00Z,Eddie Attwood,2,0,0
1961-02-04T00:00:00Z,Brian Barker,3,0,0
1961-02-11T00:00:00Z,Brian Barker,1,0,0
1961-02-18T00:00:00Z,OG,2,0,1
1961-02-18T00:00:00Z,Gerry Fielding,1,0,0
1961-02-18T00:00:00Z,Brian Barker,2,0,0
1961-02-21T00:00:00Z,Brian Barker,3,0,0
1961-02-21T00:00:00Z,Keith Simmons,1,0,0
1961-02-25T00:00:00Z,Keith Simmons,1,0,0
1961-03-04T00:00:00Z,Phil Curtis,1,0,0
1961-03-04T00:00:00Z,Keith Simmons,2,0,0
1961-03-04T00:00:00Z,Brian Barker,1,0,0
1961-03-11T00:00:00Z,Brian Barker,3,0,0
1961-03-11T00:00:00Z,Phil Curtis,1,0,0
1961-03-11T00:00:00Z,Eddie Attwood,1,0,0
1961-03-18T00:00:00Z,Brian Barker,4,0,0
1961-03-18T00:00:00Z,Keith Simmons,2,0,0
1961-03-25T00:00:00Z,Charlie Collins,2,0,0
1961-03-28T00:00:00Z,Keith Simmons,2,0,0
1961-03-28T00:00:00Z,Brian Barker,1,0,0
1961-03-28T00:00:00Z,Phil Curtis,1,0,0
1961-03-31T00:00:00Z,Brian Barker,3,0,0
1961-03-31T00:00:00Z,Charlie Collins,1,0,0
1961-04-03T00:00:00Z,Keith Simmons,1,0,0
1961-04-03T00:00:00Z,Johnny Edwards,1,0,0
1961-04-03T00:00:00Z,Phil Curtis,1,0,0
1961-04-05T00:00:00Z,Brian Barker,1,0,0
1961-04-08T00:00:00Z,Brian Barker,2,0,0
1961-04-08T00:00:00Z,Eddie Attwood,1,0,0
1961-04-10T00:00:00Z,Keith Simmons,1,0,0
1961-04-15T00:00:00Z,Keith Simmons,1,0,0
1961-04-19T00:00:00Z,Eddie Attwood,1,0,0
1961-04-19T00:00:00Z,Brian Barker,1,0,0
1961-04-22T00:00:00Z,Keith Simmons,1,0,0
1961-04-22T00:00:00Z,Eddie Attwood,1,0,0
1961-04-22T00:00:00Z,Gerry Fielding,1,0,0
1961-04-22T00:00:00Z,Brian Barker,1,0,0
1961-04-29T00:00:00Z,Eddie Attwood,2,0,0
1961-04-29T00:00:00Z,Phil Curtis,1,0,0
1961-05-01T00:00:00Z,Eddie Attwood,1,0,0
1961-05-05T00:00:00Z,Eddie Attwood,2,0,0
1961-08-19T00:00:00Z,Eddie Attwood,1,0,0
1961-08-19T00:00:00Z,Brian Barker,1,0,0
1961-08-19T00:00:00Z,Phil Curtis,1,0,0
1961-08-23T00:00:00Z,Brian Barker,2,0,0
1961-08-23T00:00:00Z,Eddie Attwood,1,0,0
1961-08-26T00:00:00Z,Eddie Attwood,1,0,0
1961-08-26T00:00:00Z,Mervyn Canning,1,0,0
1961-08-30T00:00:00Z,J Marchant,2,0,0
1961-08-30T00:00:00Z,Alan Painter,1,0,0
1961-09-09T00:00:00Z,Keith Simmons,1,0,0
1961-09-09T00:00:00Z,Eddie Attwood,1,0,0
1961-09-09T00:00:00Z,Brian Barker,1,0,0
1961-09-16T00:00:00Z,Keith Simmons,1,0,0
1961-09-30T00:00:00Z,Phil Curtis,1,0,0
1961-09-30T00:00:00Z,Charlie Collins,1,0,0
1961-10-14T00:00:00Z,Brian Barker,3,0,0
1961-10-14T00:00:00Z,Eddie Attwood,2,0,0
1961-10-14T00:00:00Z,Alan Painter,1,0,0
1961-10-14T00:00:00Z,Charlie Collins,1,0,0
1961-10-14T00:00:00Z,Keith Simmons,1,0,0
1961-10-21T00:00:00Z,Brian Barker,1,0,0
1961-10-28T00:00:00Z,Keith Simmons,1,0,0
1961-10-28T00:00:00Z,Brian Barker,1,0,0
1961-11-11T00:00:00Z,Charlie Collins,1,0,0
1961-11-11T00:00:00Z,Mervyn Canning,1,0,0
1961-11-18T00:00:00Z,Brian Barker,1,0,0
1961-11-25T00:00:00Z,Brian Barker,2,0,0
1961-11-25T00:00:00Z,Johnny Edwards,1,0,0
1961-12-02T00:00:00Z,Keith Simmons,1,0,0
1961-12-02T00:00:00Z,Mervyn Canning,1,0,0
1961-12-09T00:00:00Z,Brian Barker,1,0,0
1961-12-09T00:00:00Z,Eddie Attwood,2,0,0
1961-12-09T00:00:00Z,Keith Simmons,2,0,0
1961-12-16T00:00:00Z,Keith Simmons,1,0,0
1961-12-16T00:00:00Z,Mervyn Canning,1,0,0
1961-12-16T00:00:00Z,OG,1,0,1
1961-12-16T00:00:00Z,Charlie Collins,1,0,0
1961-12-26T00:00:00Z,Keith Simmons,1,0,0
1961-12-26T00:00:00Z,Mervyn Canning,1,0,0
1961-12-26T00:00:00Z,Charlie Collins,1,0,0
1961-12-26T00:00:00Z,Alan Painter,1,0,0
1962-01-06T00:00:00Z,Charlie Collins,1,0,0
1962-01-06T00:00:00Z,Brian Barker,4,0,0
1962-01-06T00:00:00Z,Alan Painter,1,0,0
1962-01-06T00:00:00Z,Mervyn Canning,2,0,0
1962-02-03T00:00:00Z,Keith Simmons,3,0,0
1962-02-03T00:00:00Z,Alan Painter,1,0,0
1962-02-17T00:00:00Z,Eddie Attwood,1,0,0
1962-02-17T00:00:00Z,Keith Simmons,1,0,0
1962-02-24T00:00:00Z,Keith Simmons,1,0,0
1962-03-03T00:00:00Z,Fricker,1,0,0
1962-03-10T00:00:00Z,Brian Barker,1,0,0
1962-03-20T00:00:00Z,Mervyn Jeremiah,2,0,0
1962-03-20T00:00:00Z,Brian Barker,1,0,0
1962-04-02T00:00:00Z,Brian Barker,1,0,0
1962-04-02T00:00:00Z,Keith Simmons,1,0,0
1962-04-02T00:00:00Z,Jeremiah,1,0,0
1962-04-05T00:00:00Z,Brian Barker,4,0,0
1962-04-05T00:00:00Z,Keith Simmons,1,0,0
1962-04-07T00:00:00Z,Alan Painter,1,0,0
1962-04-10T00:00:00Z,Keith Simmons,1,0,0
1962-04-12T00:00:00Z,Barry Dudbridge,1,0,0
1962-04-14T00:00:00Z,Brian Barker,1,0,0
1962-04-14T00:00:00Z,Alan Painter,1,0,0
1962-04-14T00:00:00Z,Eddie Attwood,1,0,0
1962-04-17T00:00:00Z,Johnny Edwards,1,0,0
1962-04-20T00:00:00Z,Scadding,1,0,0
1962-04-23T00:00:00Z,Keith Simmons,2,0,0
1962-04-23T00:00:00Z,Alan Margary,1,0,0
1962-04-23T00:00:00Z,Brian Barker,1,0,0
1962-04-26T00:00:00Z,Phil Curtis,1,0,0
1962-04-26T00:00:00Z,Brian Barker,2,0,0
1962-04-28T00:00:00Z,Dean,1,0,0
1962-05-02T00:00:00Z,OG,1,0,1
1962-05-03T00:00:00Z,Brian Barker,2,0,0
1962-08-25T00:00:00Z,Keith Simmons,1,0,0
1962-08-25T00:00:00Z,Johnny Edwards,1,0,0
1962-09-01T00:00:00Z,Barry Dudbridge,2,0,0
1962-09-05T00:00:00Z,Mervyn Canning,1,0,0
1962-09-08T00:00:00Z,Francis,2,0,0
1962-09-08T00:00:00Z,OG,1,0,1
1962-09-15T00:00:00Z,Johnny Edwards,1,0,0
1962-09-19T00:00:00Z,Harvey,1,0,0
1962-09-22T00:00:00Z,Mervyn Canning,1,0,0
1962-09-22T00:00:00Z,Keith Simmons,1,0,0
1962-09-22T00:00:00Z,Alan Painter,1,0,0
1962-09-22T00:00:00Z,OG,1,0,1
1962-10-06T00:00:00Z,Keith Simmons,1,0,0
1962-10-13T00:00:00Z,Alan Margary,1,0,0
1962-10-13T00:00:00Z,Eddie Attwood,1,0,0
1962-10-20T00:00:00Z,Keith Simmons,1,0,0
1962-10-27T00:00:00Z,Eddie Attwood,1,0,0
1962-11-03T00:00:00Z,Alan Margary,2,0,0
1962-11-03T00:00:00Z,Alan Painter,1,0,0
1962-11-03T00:00:00Z,Mervyn Canning,1,0,0
1962-11-03T00:00:00Z,Keith Simmons,2,0,0
1962-11-03T00:00:00Z,Barrie Simmons,1,0,0
1962-11-10T00:00:00Z,Eddie Attwood,1,0,0
1962-11-10T00:00:00Z,Scadding,1,0,0
1962-11-17T00:00:00Z,Roger Higgins,1,0,0
1962-11-24T00:00:00Z,Phil Curtis,4,0,0
1962-11-24T00:00:00Z,OG,1,0,1
1962-11-24T00:00:00Z,Keith Simmons,1,0,0
1962-11-24T00:00:00Z,Roger Higgins,2,0,0
1962-11-24T00:00:00Z,Mervyn Canning,1,0,0
1962-12-01T00:00:00Z,Colin Skirton,2,0,0
1962-12-01T00:00:00Z,Keith Watkins,1,0,0
1962-12-01T00:00:00Z,Keith Simmons,1,0,0
1962-12-08T00:00:00Z,Alan Painter,1,0,0
1962-12-08T00:00:00Z,Keith Simmons,1,0,0
1962-12-22T00:00:00Z,Eddie Attwood,1,0,0
1962-12-26T00:00:00Z,Keith Simmons,1,0,0
1963-02-16T00:00:00Z,Keith Simmons,1,0,0
1963-02-16T00:00:00Z,John Millard,2,0,0
1963-03-02T00:00:00Z,Keith Simmons,1,0,0
1963-03-02T00:00:00Z,Colin Skirton,1,0,0
1963-03-02T00:00:00Z,Eddie Attwood,2,0,0
1963-03-09T00:00:00Z,Eddie Attwood,1,0,0
1963-03-09T00:00:00Z,Alan Margary,1,0,0
1963-03-09T00:00:00Z,Keith Simmons,1,0,0
1963-03-16T00:00:00Z,Keith Simmons,3,0,0
1963-03-16T00:00:00Z,Roger Higgins,1,0,0
1963-03-30T00:00:00Z,Keith Simmons,1,0,0
1963-03-30T00:00:00Z,Eddie Attwood,1,0,0
1963-04-03T00:00:00Z,Eddie Attwood,1,0,0
1963-04-03T00:00:00Z,Alan Margary,1,0,0
1963-04-12T00:00:00Z,OG,1,0,1
1963-04-12T00:00:00Z,Alan Painter,1,0,0
1963-04-12T00:00:00Z,Eddie Attwood,1,0,0
1963-04-12T00:00:00Z,Steer,1,0,0
1963-04-13T00:00:00Z,Keith Simmons,2,0,0
1963-04-13T00:00:00Z,M Chedgy,1,0,0
1963-04-15T00:00:00Z,Keith Simmons,6,0,0
1963-04-15T00:00:00Z,OG,1,0,1
1963-04-15T00:00:00Z,Eddie Attwood,1,0,0
1963-04-18T00:00:00Z,Keith Simmons,3,0,0
1963-04-20T00:00:00Z,Eddie Attwood,1,0,0
1963-04-20T00:00:00Z,M Chedgy,1,0,0
1963-04-20T00:00:00Z,John Honeyfield,2,0,0
1963-04-20T00:00:00Z,MacLachlan,1,0,0
1963-04-22T00:00:00Z,M Chedgy,1,0,0
1963-04-22T00:00:00Z,John Honeyfield,3,0,0
1963-04-22T00:00:00Z,Eddie Attwood,1,0,0
1963-04-25T00:00:00Z,Mervyn Canning,2,0,0
1963-04-25T00:00:00Z,MacLachlan,1,0,0
1963-04-29T00:00:00Z,Ray Hendy,2,0,0
1963-05-04T00:00:00Z,Roger Higgins,1,0,0
1963-05-07T00:00:00Z,Keith Simmons,2,0,0
1963-05-09T00:00:00Z,OG,1,0,1
1963-05-09T00:00:00Z,Alan Painter,1,0,0
1963-05-09T00:00:00Z,OG,1,0,1
1963-05-11T00:00:00Z,Roger Higgins,1,0,0
1963-05-14T00:00:00Z,MacLachlan,1,0,0
1963-05-18T00:00:00Z,Keith Simmons,1,0,0
1963-05-21T00:00:00Z,Johnny Edwards,1,0,0
1963-05-21T00:00:00Z,M Chedgy,1,0,0
1963-05-21T00:00:00Z,John Honeyfield,1,0,0
1963-05-21T00:00:00Z,OG,1,0,1
1963-08-24T00:00:00Z,Bob Comer,1,0,0
1963-08-24T00:00:00Z,Micky Slocombe,1,0,0
1963-08-24T00:00:00Z,Keith Simmons,1,0,0
1963-08-24T00:00:00Z,Jack Boxley,1,0,0
1963-08-28T00:00:00Z,John Allen,1,0,0
1963-09-02T00:00:00Z,Micky Slocombe,1,0,0
1963-09-07T00:00:00Z,Jack Boxley,1,0,0
1963-09-07T00:00:00Z,John Millard,1,0,0
1963-09-09T00:00:00Z,Alan Painter,1,0,0
1963-09-14T00:00:00Z,Keith Simmons,2,0,0
1963-09-14T00:00:00Z,Bob Comer,2,0,0
1963-09-18T00:00:00Z,Keith Simmons,3,0,0
1963-09-18T00:00:00Z,John Allen,1,0,0
1963-09-21T00:00:00Z,Bob Comer,1,0,0
1963-09-21T00:00:00Z,Keith Simmons,1,0,0
1963-09-21T00:00:00Z,Jack Boxley,1,0,0
1963-09-28T00:00:00Z,John Allen,2,0,0
1963-09-28T00:00:00Z,Dave Wring,1,0,0
1963-09-28T00:00:00Z,Bob Comer,3,0,0
1963-10-08T00:00:00Z,Bob Comer,1,0,0
1963-10-12T00:00:00Z,Alan Painter,1,0,0
1963-10-15T00:00:00Z,John Honeyfield,2,0,0
1963-11-02T00:00:00Z,Brian Barker,1,0,0
1963-11-02T00:00:00Z,M Chedgy,1,0,0
1963-11-09T00:00:00Z,John Allen,2,0,0
1963-11-23T00:00:00Z,M Chedgy,1,0,0
1963-11-23T00:00:00Z,Brian Barker,2,0,0
1963-12-07T00:00:00Z,Bob Comer,1,0,0
1963-12-07T00:00:00Z,Roy James,1,0,0
1963-12-14T00:00:00Z,Bobby Campbell,1,0,0
1963-12-21T00:00:00Z,Alan Margary,1,0,0
1963-12-21T00:00:00Z,Bob Comer,1,0,0
1963-12-28T00:00:00Z,Micky Slocombe,1,0,0
1963-12-28T00:00:00Z,John Allen,1,0,0
1964-01-04T00:00:00Z,W McLachlan,3,0,0
1964-01-04T00:00:00Z,Mervyn Canning,1,0,0
1964-01-18T00:00:00Z,Bob Comer,1,0,0
1964-01-18T00:00:00Z,Jack Boxley,1,0,0
1964-01-25T00:00:00Z,Jack Boxley,1,0,0
1964-01-25T00:00:00Z,Micky Slocombe,1,0,0
1964-02-01T00:00:00Z,W McLachlan,2,0,0
1964-02-01T00:00:00Z,Elliott,1,0,0
1964-02-01T00:00:00Z,Young,1,0,0
1964-02-01T00:00:00Z,Keith Simmons,1,0,0
1964-02-01T00:00:00Z,Alan Margary,1,0,0
1964-02-08T00:00:00Z,Jack Boxley,1,0,0
1964-02-29T00:00:00Z,Keith Simmons,1,0,0
1964-03-07T00:00:00Z,Eddie Attwood,1,0,0
1964-03-14T00:00:00Z,Keith Simmons,2,0,0
1964-03-21T00:00:00Z,Micky Slocombe,1,0,0
1964-03-21T00:00:00Z,Keith Simmons,1,0,0
1964-03-21T00:00:00Z,Alan Painter,1,0,0
1964-03-27T00:00:00Z,Bob Comer,1,0,0
1964-03-27T00:00:00Z,OG,1,0,1
1964-03-27T00:00:00Z,Brian Barker,1,0,0
1964-03-28T00:00:00Z,Brian Barker,1,0,0
1964-03-30T00:00:00Z,Brian Barker,1,0,0
1964-03-30T00:00:00Z,Jack Boxley,1,0,0
1964-03-30T00:00:00Z,Micky Slocombe,1,0,0
1964-04-04T00:00:00Z,Keith Simmons,2,0,0
1964-04-04T00:00:00Z,Jack Boxley,1,0,0
1964-04-07T00:00:00Z,Jack Boxley,1,0,0
1964-04-07T00:00:00Z,Keith Simmons,1,0,0
1964-04-07T00:00:00Z,Dave Wring,1,0,0
1964-04-09T00:00:00Z,Bob Comer,1,0,0
1964-04-09T00:00:00Z,Keith Simmons,1,0,0
1964-04-09T00:00:00Z,OG,1,0,1
1964-04-11T00:00:00Z,John Allen,1,0,0
1964-04-11T00:00:00Z,Brian Barker,3,0,0
1964-04-11T00:00:00Z,Dave Wring,1,0,0
1964-04-15T00:00:00Z,John Allen,1,0,0
1964-04-18T00:00:00Z,John Allen,1,0,0
1964-04-18T00:00:00Z,Keith Simmons,1,0,0
1964-04-18T00:00:00Z,Jack Boxley,1,0,0
1964-04-22T00:00:00Z,Jack Boxley,1,0,0
1964-04-25T00:00:00Z,Keith Simmons,1,0,0
1964-04-25T00:00:00Z,Micky Slocombe,1,0,0
1964-04-29T00:00:00Z,Micky Slocombe,1,0,0
1964-04-29T00:00:00Z,Brian Barker,1,0,0
1964-04-29T00:00:00Z,Keith Simmons,3,0,0
1964-04-29T00:00:00Z,John Allen,1,0,0
1964-08-22T00:00:00Z,John Allen,2,0,0
1964-08-22T00:00:00Z,Roy Watts,3,0,0
1964-08-22T00:00:00Z,Ian Henderson,1,0,0
1964-08-22T00:00:00Z,Micky Slocombe,1,0,0
1964-08-22T00:00:00Z,Brian Collett,1,0,0
1964-08-24T00:00:00Z,Jack Boxley,1,0,0
1964-08-24T00:00:00Z,Ian Henderson,1,0,0
1964-08-24T00:00:00Z,John Allen,1,0,0
1964-08-24T00:00:00Z,Roy Watts,1,0,0
1964-08-26T00:00:00Z,Roy Watts,3,0,0
1964-08-26T00:00:00Z,Ian Henderson,1,0,0
1964-09-02T00:00:00Z,Roy Watts,3,0,0
1964-09-12T00:00:00Z,Ian Henderson,1,0,0
1964-09-12T00:00:00Z,John Watkins,1,0,0
1964-09-14T00:00:00Z,Ian Henderson,3,0,0
1964-09-14T00:00:00Z,Roy Watts,1,0,0
1964-09-19T00:00:00Z,Micky Slocombe,1,0,0
1964-09-19T00:00:00Z,Brian Collett,1,0,0
1964-09-19T00:00:00Z,Roy Watts,1,0,0
1964-09-19T00:00:00Z,Jack Boxley,1,0,0
1964-09-26T00:00:00Z,Ian Henderson,2,0,0
1964-09-26T00:00:00Z,Jack Boxley,1,0,0
1964-09-26T00:00:00Z,Brian Collett,1,0,0
1964-10-03T00:00:00Z,Roy Watts,2,0,0
1964-10-03T00:00:00Z,Ian Henderson,1,0,0
1964-10-10T00:00:00Z,Roy Watts,2,0,0
1964-10-10T00:00:00Z,Ian Henderson,2,0,0
1964-10-10T00:00:00Z,John Watkins,1,0,0
1964-10-17T00:00:00Z,Jack Boxley,1,0,0
1964-10-24T00:00:00Z,Jack Boxley,1,0,0
1964-10-24T00:00:00Z,John Allen,1,0,0
1964-10-31T00:00:00Z,John Watkins,1,0,0
1964-10-31T00:00:00Z,Ian Henderson,1,0,0
1964-10-31T00:00:00Z,Roy Watts,1,0,0
1964-11-07T00:00:00Z,Terry Burt,1,0,0
1964-11-07T00:00:00Z,John Watkins,1,0,0
1964-11-07T00:00:00Z,Roy Watts,2,0,0
1964-11-14T00:00:00Z,Keith Prosser,1,0,0
1964-11-18T00:00:00Z,Ian Henderson,2,0,0
1964-11-18T00:00:00Z,John Allen,1,0,0
1964-11-28T00:00:00Z,Bob Comer,1,0,0
1964-11-28T00:00:00Z,Ian Henderson,3,0,0
1964-11-28T00:00:00Z,Micky Slocombe,1,0,0
1964-11-28T00:00:00Z,Roy Watts,1,0,0
1964-12-05T00:00:00Z,Roy Watts,1,0,0
1964-12-05T00:00:00Z,John Allen,1,0,0
1964-12-05T00:00:00Z,Micky Slocombe,2,0,0
1964-12-05T00:00:00Z,Jack Boxley,1,0,0
1964-12-12T00:00:00Z,Jack Boxley,1,0,0
1964-12-12T00:00:00Z,Ian Henderson,2,0,0
1964-12-12T00:00:00Z,John Allen,2,0,0
1964-12-12T00:00:00Z,Roy Watts,1,0,0
1964-12-19T00:00:00Z,Roy Watts,1,0,0
1964-12-19T00:00:00Z,John Allen,1,0,0
1964-12-26T00:00:00Z,Ian Henderson,3,0,0
1964-12-26T00:00:00Z,John Allen,1,0,0
1964-12-26T00:00:00Z,Brian Collett,2,0,0
1964-12-26T00:00:00Z,Roy Watts,2,0,0
1965-01-02T00:00:00Z,Micky Slocombe,1,0,0
1965-01-02T00:00:00Z,Ian Henderson,2,0,0
1965-01-02T00:00:00Z,OG,1,0,1
1965-01-02T00:00:00Z,Bob Comer,1,0,0
1965-01-02T00:00:00Z,John Allen,1,0,0
1965-01-09T00:00:00Z,Ian Henderson,1,0,0
1965-01-09T00:00:00Z,Roy Watts,2,0,0
1965-01-09T00:00:00Z,John Allen,1,0,0
1965-01-16T00:00:00Z,Micky Slocombe,1,0,0
1965-01-16T00:00:00Z,John Allen,1,0,0
1965-01-16T00:00:00Z,Roy Watts,1,0,0
1965-01-23T00:00:00Z,Ian Henderson,3,0,0
1965-01-23T00:00:00Z,Jack Boxley,1,0,0
1965-01-23T00:00:00Z,Roy Watts,1,0,0
1965-01-23T00:00:00Z,John Allen,1,0,0
1965-01-30T00:00:00Z,Keith Prosser,1,0,0
1965-01-30T00:00:00Z,Roy Watts,1,0,0
1965-01-30T00:00:00Z,Ian Henderson,1,0,0
1965-02-06T00:00:00Z,John Allen,1,0,0
1965-02-06T00:00:00Z,Jack Boxley,1,0,0
1965-02-20T00:00:00Z,Micky Slocombe,1,0,0
1965-02-20T00:00:00Z,Bob Comer,1,0,0
1965-02-20T00:00:00Z,Keith Prosser,1,0,0
1965-02-20T00:00:00Z,Roy Watts,1,0,0
1965-02-20T00:00:00Z,Terry Burt,1,0,0
1965-02-27T00:00:00Z,Ian Henderson,1,0,0
1965-03-06T00:00:00Z,Jack Boxley,1,0,0
1965-03-06T00:00:00Z,Ian Henderson,1,0,0
1965-03-06T00:00:00Z,Micky Slocombe,1,0,0
1965-03-06T00:00:00Z,Roy Watts,1,0,0
1965-03-06T00:00:00Z,Brian Collett,1,0,0
1965-03-10T00:00:00Z,Keith Prosser,1,0,0
1965-03-10T00:00:00Z,John Allen,3,0,0
