date,player_name,goals_scored,penalty,own_goal
1965-03-10T00:00:00Z,Micky Slocombe,2,0,0
1965-03-10T00:00:00Z,Roy Watts,1,0,0
1965-03-13T00:00:00Z,Ian Henderson,1,0,0
1965-03-18T00:00:00Z,Ian Henderson,1,0,0
1965-03-18T00:00:00Z,Roy James,1,0,0
1965-03-18T00:00:00Z,Roy Watts,1,0,0
1965-03-20T00:00:00Z,Micky Slocombe,1,0,0
1965-03-20T00:00:00Z,Roy Watts,1,0,0
1965-03-20T00:00:00Z,John Allen,1,0,0
1965-03-27T00:00:00Z,John Allen,2,0,0
1965-03-27T00:00:00Z,Brian Collett,1,0,0
1965-03-27T00:00:00Z,Micky Slocombe,1,0,0
1965-03-27T00:00:00Z,Ian Henderson,2,0,0
1965-03-27T00:00:00Z,Keith Prosser,1,0,0
1965-03-31T00:00:00Z,Roy Watts,1,0,0
1965-03-31T00:00:00Z,Jack Boxley,1,0,0
1965-04-03T00:00:00Z,John Allen,1,0,0
1965-04-10T00:00:00Z,John Allen,1,0,0
1965-04-13T00:00:00Z,Roy James,1,0,0
1965-04-16T00:00:00Z,Brian Collett,1,0,0
1965-04-16T00:00:00Z,Roy Watts,1,0,0
1965-04-16T00:00:00Z,Ian Henderson,1,0,0
1965-04-17T00:00:00Z,Keith Prosser,1,0,0
1965-04-17T00:00:00Z,Roy Watts,1,0,0
1965-04-19T00:00:00Z,Roy Watts,1,0,0
1965-04-19T00:00:00Z,Jack Boxley,1,0,0
1965-04-19T00:00:00Z,Ian Henderson,1,0,0
1965-04-24T00:00:00Z,Roy James,1,0,0
1965-04-24T00:00:00Z,Ian Henderson,4,0,0
1965-04-26T00:00:00Z,Roy James,1,0,0
1965-04-26T00:00:00Z,Ian Henderson,4,0,0
1965-04-26T00:00:00Z,Roy Watts,1,0,0
1965-04-26T00:00:00Z,Brian Collett,1,0,0
1965-08-21T00:00:00Z,Roy Watts,1,0,0
1965-08-21T00:00:00Z,John Allen,1,0,0
1965-08-21T00:00:00Z,Ian Henderson,1,0,0
1965-08-23T00:00:00Z,Ian Henderson,2,0,0
1965-08-23T00:00:00Z,Roy Watts,1,0,0
1965-08-28T00:00:00Z,Roy Watts,1,0,0
1965-08-30T00:00:00Z,Ian Henderson,3,0,0
1965-09-04T00:00:00Z,Barry Pierce,2,0,0
1965-09-11T00:00:00Z,Roy Watts,6,0,0
1965-09-11T00:00:00Z,Ian Henderson,3,0,0
1965-09-11T00:00:00Z,John Allen,1,0,0
1965-09-18T00:00:00Z,Barry Pierce,1,0,0
1965-09-23T00:00:00Z,Barry Pierce,1,0,0
1965-09-23T00:00:00Z,John Watkins,1,0,0
1965-09-23T00:00:00Z,Roy Watts,1,0,0
1965-09-25T00:00:00Z,Roy James,1,0,0
1965-10-02T00:00:00Z,Ian Henderson,3,0,0
1965-10-02T00:00:00Z,Roy Watts,1,0,0
1965-10-09T00:00:00Z,Ian Henderson,1,0,0
1965-10-09T00:00:00Z,Roy Watts,1,0,0
1965-10-09T00:00:00Z,Roy James,1,0,0
1965-10-16T00:00:00Z,Ian Henderson,1,0,0
1965-10-23T00:00:00Z,Ian Henderson,2,0,0
1965-10-23T00:00:00Z,Roy Watts,1,0,0
1965-10-23T00:00:00Z,John Allen,1,0,0
1965-10-23T00:00:00Z,Barry Pierce,1,0,0
1965-10-30T00:00:00Z,Ian Henderson,2,0,0
1965-11-06T00:00:00Z,Micky Slocombe,1,0,0
1965-11-13T00:00:00Z,Ian Henderson,1,0,0
1965-11-13T00:00:00Z,Roy Watts,1,0,0
1965-11-20T00:00:00Z,Ian Henderson,2,0,0
1965-11-20T00:00:00Z,John Allen,1,0,0
1965-11-20T00:00:00Z,Keith Prosser,1,0,0
1965-11-20T00:00:00Z,Bob Comer,1,0,0
1965-11-20T00:00:00Z,Roy Watts,1,0,0
1965-11-20T00:00:00Z,OG,1,0,1
1965-12-04T00:00:00Z,Ian Henderson,1,0,0
1965-12-04T00:00:00Z,Roy Watts,1,0,0
1965-12-11T00:00:00Z,Roy Watts,2,0,0
1965-12-18T00:00:00Z,Ian Henderson,1,0,0
1965-12-18T00:00:00Z,John Allen,1,0,0
1965-12-27T00:00:00Z,Ian Henderson,3,0,0
1966-01-01T00:00:00Z,Ian Henderson,5,0,0
1966-01-01T00:00:00Z,Roy Watts,1,0,0
1966-01-08T00:00:00Z,Roy Watts,1,0,0
1966-01-08T00:00:00Z,Brian Collett,1,0,0
1966-01-22T00:00:00Z,Ian Henderson,3,0,0
1966-01-22T00:00:00Z,Terry Burt,1,0,0
1966-01-29T00:00:00Z,Ian Henderson,1,0,0
1966-01-29T00:00:00Z,Roy Watts,1,0,0
1966-02-05T00:00:00Z,Ian Henderson,1,0,0
1966-02-05T00:00:00Z,Roy Watts,1,0,0
1966-02-12T00:00:00Z,John Allen,3,0,0
1966-02-19T00:00:00Z,Ian Henderson,2,0,0
1966-02-19T00:00:00Z,Ray Hendy,1,0,0
1966-03-05T00:00:00Z,Bob Comer,1,0,0
1966-03-12T00:00:00Z,Brian Collett,1,0,0
1966-03-19T00:00:00Z,Ian Henderson,1,0,0
1966-03-26T00:00:00Z,Brian Collett,1,0,0
1966-03-26T00:00:00Z,Keith Prosser,1,0,0
1966-03-26T00:00:00Z,Roy Watts,1,0,0
1966-04-08T00:00:00Z,Ian Henderson,3,0,0
1966-04-08T00:00:00Z,John Allen,1,0,0
1966-04-08T00:00:00Z,John Watkins,1,0,0
1966-04-09T00:00:00Z,Ian Henderson,1,0,0
1966-04-09T00:00:00Z,John Allen,1,0,0
1966-04-11T00:00:00Z,John Allen,1,0,0
1966-04-11T00:00:00Z,Ian Henderson,1,0,0
1966-04-16T00:00:00Z,Ian Henderson,2,0,0
1966-04-16T00:00:00Z,John Watkins,1,0,0
1966-04-16T00:00:00Z,Brian Collett,1,0,0
1966-04-16T00:00:00Z,Roy Watts,1,0,0
1966-04-18T00:00:00Z,John Allen,1,0,0
1966-04-18T00:00:00Z,Ian Henderson,1,0,0
1966-04-18T00:00:00Z,Barry Pierce,1,0,0
1966-04-18T00:00:00Z,Brian Collett,1,0,0
1966-04-23T00:00:00Z,Ian Henderson,3,0,0
1966-04-23T00:00:00Z,Brian Collett,1,0,0
1966-04-23T00:00:00Z,John Allen,1,0,0
1966-04-23T00:00:00Z,Roy Watts,1,0,0
1966-04-25T00:00:00Z,Ian Henderson,2,0,0
1966-04-25T00:00:00Z,John Watkins,2,0,0
1966-04-25T00:00:00Z,John Allen,1,0,0
1966-04-25T00:00:00Z,Micky Slocombe,1,0,0
1966-04-30T00:00:00Z,John Allen,3,0,0
1966-04-30T00:00:00Z,Roy Watts,1,0,0
1966-05-07T00:00:00Z,Ian Henderson,2,0,0
1966-05-10T00:00:00Z,Ian Henderson,1,0,0
1966-05-18T00:00:00Z,Ian Henderson,1,0,0
1966-08-20T00:00:00Z,Ian Henderson,1,0,0
1966-08-20T00:00:00Z,Roy Watts,1,0,0
1966-08-27T00:00:00Z,John Allen,1,0,0
1966-08-29T00:00:00Z,Ian Henderson,3,0,0
1966-08-29T00:00:00Z,John Watkins,2,0,0
1966-09-03T00:00:00Z,Ian Henderson,1,0,0
1966-09-03T00:00:00Z,John Allen,1,0,0
1966-09-10T00:00:00Z,Ian Henderson,4,0,0
1966-09-10T00:00:00Z,Roy Watts,4,0,0
1966-09-10T00:00:00Z,Brian Collett,1,0,0
1966-09-10T00:00:00Z,John Watkins,1,0,0
1966-09-10T00:00:00Z,John Allen,1,0,0
1966-09-17T00:00:00Z,Ian Henderson,3,0,0
1966-09-17T00:00:00Z,Roy Watts,1,0,0
1966-09-24T00:00:00Z,Ian Henderson,1,0,0
1966-10-01T00:00:00Z,John Allen,1,0,0
1966-10-01T00:00:00Z,Brian Collett,1,0,0
1966-10-01T00:00:00Z,Ian Henderson,1,0,0
1966-10-08T00:00:00Z,Ian Henderson,2,0,0
1966-10-08T00:00:00Z,Brian Collett,1,0,0
1966-10-15T00:00:00Z,OG,1,0,1
1966-10-15T00:00:00Z,Ian Henderson,2,0,0
1966-10-15T00:00:00Z,John Watkins,1,0,0
1966-10-22T00:00:00Z,Ian Henderson,2,0,0
1966-10-22T00:00:00Z,Roy Watts,1,0,0
1966-10-26T00:00:00Z,Jack Boxley,1,0,0
1966-10-26T00:00:00Z,Keith Prosser,1,0,0
1966-10-26T00:00:00Z,Brian Collett,1,0,0
1966-11-02T00:00:00Z,John Allen,1,0,0
1966-11-02T00:00:00Z,John Watkins,2,0,0
1966-11-02T00:00:00Z,Micky Slocombe,1,0,0
1966-11-05T00:00:00Z,Jack Boxley,2,0,0
1966-11-12T00:00:00Z,John Allen,2,0,0
1966-12-03T00:00:00Z,John Allen,1,0,0
1966-12-03T00:00:00Z,Ian Henderson,2,0,0
1966-12-03T00:00:00Z,John Watkins,1,0,0
1966-12-10T00:00:00Z,Keith Prosser,1,0,0
1966-12-17T00:00:00Z,John Allen,2,0,0
1966-12-17T00:00:00Z,Ian Henderson,2,0,0
1966-12-17T00:00:00Z,John Watkins,1,0,0
1966-12-17T00:00:00Z,Roy Watts,1,0,0
1966-12-26T00:00:00Z,OG,1,0,1
1966-12-26T00:00:00Z,Ian Henderson,1,0,0
1966-12-26T00:00:00Z,Brian Collett,1,0,0
1966-12-26T00:00:00Z,Roy Watts,1,0,0
1966-12-27T00:00:00Z,Ian Henderson,2,0,0
1966-12-31T00:00:00Z,Roy James,1,0,0
1966-12-31T00:00:00Z,Barry Pierce,1,0,0
1966-12-31T00:00:00Z,John Allen,1,0,0
1967-01-07T00:00:00Z,Roy James,3,0,0
1967-01-07T00:00:00Z,Ian Henderson,1,0,0
1967-01-14T00:00:00Z,Ian Henderson,2,0,0
1967-01-21T00:00:00Z,John Allen,1,0,0
1967-01-21T00:00:00Z,Ian Henderson,2,0,0
1967-02-04T00:00:00Z,John Watkins,1,0,0
1967-02-11T00:00:00Z,Ian Henderson,1,0,0
1967-02-11T00:00:00Z,Roy James,1,0,0
1967-02-11T00:00:00Z,Brian Collett,1,0,0
1967-02-18T00:00:00Z,Ian Henderson,2,0,0
1967-02-18T00:00:00Z,Brian Collett,1,0,0
1967-02-25T00:00:00Z,Micky Slocombe,1,0,0
1967-02-25T00:00:00Z,John Allen,1,0,0
1967-02-25T00:00:00Z,John Watkins,1,0,0
1967-03-04T00:00:00Z,John Allen,1,0,0
1967-03-04T00:00:00Z,Ian Henderson,1,0,0
1967-03-07T00:00:00Z,John Watkins,1,0,0
1967-03-07T00:00:00Z,Brian Collett,1,0,0
1967-03-16T00:00:00Z,Ian Henderson,3,0,0
1967-03-16T00:00:00Z,John Allen,1,0,0
1967-03-16T00:00:00Z,Keith Prosser,1,0,0
1967-03-24T00:00:00Z,John Allen,2,0,0
1967-03-24T00:00:00Z,Ian Henderson,1,0,0
1967-03-25T00:00:00Z,Ian Henderson,3,0,0
1967-03-25T00:00:00Z,John Watkins,1,0,0
1967-03-25T00:00:00Z,Roy James,1,0,0
1967-03-27T00:00:00Z,John Watkins,1,0,0
1967-03-27T00:00:00Z,James,2,0,0
1967-03-27T00:00:00Z,John Allen,1,0,0
1967-04-01T00:00:00Z,Ian Henderson,2,0,0
1967-04-01T00:00:00Z,John Watkins,1,0,0
1967-04-01T00:00:00Z,John Allen,1,0,0
1967-04-01T00:00:00Z,Brian Collett,2,0,0
1967-04-08T00:00:00Z,Ken Rendall,1,0,0
1967-04-12T00:00:00Z,Ian Henderson,3,0,0
1967-04-15T00:00:00Z,John Allen,1,0,0
1967-04-15T00:00:00Z,Ian Henderson,1,0,0
1967-04-15T00:00:00Z,John Watkins,1,0,0
1967-04-19T00:00:00Z,John Allen,1,0,0
1967-04-22T00:00:00Z,John Watkins,2,0,0
1967-04-26T00:00:00Z,John Allen,2,0,0
1967-04-26T00:00:00Z,Ian Henderson,1,0,0
1967-04-26T00:00:00Z,Terry Burt,1,0,0
1967-04-29T00:00:00Z,OG,1,0,1
1967-05-06T00:00:00Z,John Allen,1,0,0
1967-05-06T00:00:00Z,Roy James,1,0,0
1967-08-26T00:00:00Z,Brian Owen,3,0,0
1967-08-26T00:00:00Z,Gerry Barker,1,0,0
1967-08-30T00:00:00Z,Gerry Barker,1,0,0
1967-08-30T00:00:00Z,Alan Purnell,1,0,0
1967-09-02T00:00:00Z,Vince Perry,1,0,0
1967-09-13T00:00:00Z,Alan Hobbs,1,0,0
1967-09-16T00:00:00Z,Brian Owen,1,0,0
1967-09-16T00:00:00Z,Colin Skirton,1,0,0
1967-09-16T00:00:00Z,Ken Rendall,1,0,0
1967-09-20T00:00:00Z,John Mardon,1,0,0
1967-09-23T00:00:00Z,John Mardon,3,0,0
1967-09-30T00:00:00Z,Brian Owen,2,0,0
1967-10-14T00:00:00Z,Roger Sayer,1,0,0
1967-11-11T00:00:00Z,Brian Owen,2,0,0
1967-11-11T00:00:00Z,Colin Skirton,2,0,0
1967-11-11T00:00:00Z,Michael Jones,1,0,0
1967-11-25T00:00:00Z,Brian Owen,2,0,0
1967-11-25T00:00:00Z,Colin Skirton,1,0,0
1967-11-25T00:00:00Z,Alan Margary,1,0,0
1967-12-02T00:00:00Z,Colin Skirton,1,0,0
1967-12-02T00:00:00Z,Brian Owens,1,0,0
1967-12-16T00:00:00Z,Colin Skirton,2,0,0
1967-12-26T00:00:00Z,Colin Skirton,2,0,0
1967-12-30T00:00:00Z,Colin Skirton,3,0,0
1968-01-06T00:00:00Z,Ron Curtis,1,0,0
1968-01-06T00:00:00Z,Brian Owen,1,0,0
1968-01-20T00:00:00Z,Brian Owen,4,0,0
1968-01-20T00:00:00Z,John Mardon,1,0,0
1968-01-23T00:00:00Z,Alan Margary,2,0,0
1968-01-23T00:00:00Z,Brian Owen,1,0,0
1968-02-10T00:00:00Z,Brian Owen,1,0,0
1968-02-10T00:00:00Z,Ken Rendall,1,0,0
1968-02-10T00:00:00Z,Colin Skirton,1,0,0
1968-02-17T00:00:00Z,Colin Skirton,1,0,0
1968-02-17T00:00:00Z,Brian Owen,1,0,0
1968-03-02T00:00:00Z,Morris,1,0,0
1968-03-09T00:00:00Z,Ron Curtis,2,0,0
1968-03-09T00:00:00Z,Colin Skirton,2,0,0
1968-03-16T00:00:00Z,Alan Margary,1,0,0
1968-03-23T00:00:00Z,Alan Hobbs,2,0,0
1968-03-23T00:00:00Z,Mike Brimble,1,0,0
1968-03-23T00:00:00Z,Paul Hopkins,1,0,0
1968-03-23T00:00:00Z,Colin Skirton,1,0,0
1968-04-13T00:00:00Z,Chris Rogers,1,0,0
1968-04-13T00:00:00Z,Geoff Cox,1,0,0
1968-04-20T00:00:00Z,Ron Curtis,1,0,0
1968-04-20T00:00:00Z,Colin Skirton,1,0,0
1968-04-23T00:00:00Z,Colin Skirton,2,0,0
1968-04-23T00:00:00Z,Paul Hopkins,1,0,0
1968-04-27T00:00:00Z,Geoff Cox,1,0,0
1968-05-01T00:00:00Z,Ted Holehouse,1,0,0
1968-05-01T00:00:00Z,Colin Skirton,2,0,0
1968-05-01T00:00:00Z,Brian Owen,1,0,0
1968-05-01T00:00:00Z,Martin Chivers,1,0,0
1968-08-24T00:00:00Z,Bobby Gibbs,1,0,0
1968-08-28T00:00:00Z,Brian Barker,1,0,0
1968-08-31T00:00:00Z,Bobby Gibbs,1,0,0
1968-08-31T00:00:00Z,Ron Curtis,2,0,0
1968-08-31T00:00:00Z,Colin Skirton,2,0,0
1968-08-31T00:00:00Z,Paul Hopkins,1,0,0
1968-09-04T00:00:00Z,Bobby Gibbs,1,0,0
1968-09-14T00:00:00Z,Brian Barker,1,0,0
1968-09-14T00:00:00Z,Colin Skirton,1,0,0
1968-09-21T00:00:00Z,Brian Barker,2,0,0
1968-09-21T00:00:00Z,Bobby Gibbs,2,0,0
1968-09-28T00:00:00Z,Bobby Gibbs,2,0,0
1968-09-28T00:00:00Z,Colin Skirton,2,0,0
1968-10-05T00:00:00Z,Colin Skirton,1,0,0
1968-10-12T00:00:00Z,Paul Hopkins,1,0,0
1968-10-12T00:00:00Z,Ken Rendall,1,0,0
1968-10-12T00:00:00Z,Ron Walker,1,0,0
1968-10-19T00:00:00Z,Colin Skirton,2,0,0
1968-10-19T00:00:00Z,Ron Curtis,1,0,0
1968-10-26T00:00:00Z,Bobby Gibbs,1,0,0
1968-10-26T00:00:00Z,Colin Skirton,1,0,0
1968-11-02T00:00:00Z,Bobby Gibbs,1,0,0
1968-11-02T00:00:00Z,Colin Skirton,1,0,0
1968-11-16T00:00:00Z,Colin Skirton,1,0,0
1968-11-23T00:00:00Z,Brian Barker,1,0,0
1968-11-30T00:00:00Z,Lewis Hopkins,1,0,0
1968-11-30T00:00:00Z,Brian Barker,1,0,0
1968-12-08T00:00:00Z,Ron Walker,1,0,0
1968-12-26T00:00:00Z,Ron Walker,1,0,0
1968-12-26T00:00:00Z,Colin Skirton,1,0,0
1968-12-26T00:00:00Z,Alan Hobbs,1,0,0
1969-01-04T00:00:00Z,Ron Curtis,2,0,0
1969-01-11T00:00:00Z,Ron Curtis,1,0,0
1969-01-11T00:00:00Z,Colin Skirton,1,0,0
1969-01-11T00:00:00Z,Ken Randall,1,0,0
1969-03-01T00:00:00Z,Alan Hobbs,1,0,0
1969-03-08T00:00:00Z,Ron Curtis,1,0,0
1969-03-08T00:00:00Z,Paul Hopkins,1,0,0
1969-03-15T00:00:00Z,Ron Curtis,1,0,0
1969-03-15T00:00:00Z,Colin Skirton,1,0,0
1969-03-22T00:00:00Z,Ron Walker,1,0,0
1969-04-04T00:00:00Z,Ian Henderson,1,0,0
1969-04-05T00:00:00Z,Colin Skirton,1,0,0
1969-04-15T00:00:00Z,Colin Skirton,1,0,0
1969-04-19T00:00:00Z,Micky Slocombe,1,0,0
1969-04-23T00:00:00Z,Colin Skirton,1,0,0
1969-04-23T00:00:00Z,Francis,1,0,0
1969-05-03T00:00:00Z,Paul Hopkins,2,0,0
1969-05-03T00:00:00Z,Colin Skirton,1,0,0
1969-05-03T00:00:00Z,Micky Slocombe,1,0,0
1969-08-09T00:00:00Z,Ian Henderson,2,0,0
1969-08-09T00:00:00Z,Micky Slocombe,1,0,0
1969-08-09T00:00:00Z,Billy Webb,1,0,0
1969-08-09T00:00:00Z,Graham Gould,2,0,0
1969-08-17T00:00:00Z,Graham Gould,2,0,0
1969-08-27T00:00:00Z,John Watkins,1,0,0
1969-09-07T00:00:00Z,Graham Gould,2,0,0
1969-09-07T00:00:00Z,Ian Henderson,1,0,0
1969-09-17T00:00:00Z,Paul Hopkins,1,0,0
1969-09-17T00:00:00Z,Ian Henderson,1,0,0
1969-09-20T00:00:00Z,Colin Skirton,1,0,0
1969-09-24T00:00:00Z,Colin Skirton,1,0,0
1969-09-27T00:00:00Z,Ian Henderson,2,0,0
1969-09-27T00:00:00Z,Colin Skirton,1,0,0
1969-09-29T00:00:00Z,John Watkins,1,0,0
1969-09-29T00:00:00Z,Colin Skirton,1,0,0
1969-10-04T00:00:00Z,Colin Skirton,1,0,0
1969-10-04T00:00:00Z,John Watkins,1,0,0
1969-10-08T00:00:00Z,John Watkins,1,0,0
1969-10-11T00:00:00Z,Ian Henderson,2,0,0
1969-10-25T00:00:00Z,Ian Henderson,1,0,0
1969-11-02T00:00:00Z,Ian Henderson,2,0,0
1969-11-02T00:00:00Z,Micky Slocombe,1,0,0
1969-11-02T00:00:00Z,Billy Webb,1,0,0
1969-11-02T00:00:00Z,Colin Skirton,1,0,0
1969-11-08T00:00:00Z,Ian Henderson,1,0,0
1969-11-08T00:00:00Z,Colin Skirton,3,0,0
1969-11-08T00:00:00Z,John Watkins,1,0,0
1969-11-16T00:00:00Z,Colin Skirton,1,0,0
1969-11-16T00:00:00Z,Ian Henderson,2,0,0
1969-11-22T00:00:00Z,Colin Skirton,1,0,0
1969-11-26T00:00:00Z,Ian Henderson,1,0,0
1969-11-30T00:00:00Z,Micky Slocombe,1,0,0
1969-11-30T00:00:00Z,Graham Gould,1,0,0
1969-12-06T00:00:00Z,Colin Skirton,1,0,0
1969-12-13T00:00:00Z,Graham Gould,1,0,0
1969-12-21T00:00:00Z,Colin Skirton,2,0,0
1969-12-26T00:00:00Z,Ian Henderson,2,0,0
1969-12-26T00:00:00Z,Colin Skirton,1,0,0
1969-12-26T00:00:00Z,John Watkins,1,0,0
1969-12-27T00:00:00Z,Graham Gould,1,0,0
1970-01-03T00:00:00Z,John Watkins,1,0,0
1970-01-03T00:00:00Z,Brian Carter,1,0,0
1970-01-03T00:00:00Z,Ian Henderson,1,0,0
1970-01-03T00:00:00Z,Graham Gould,1,0,0
1970-01-11T00:00:00Z,Graham Gould,1,0,0
1970-01-11T00:00:00Z,Micky Slocombe,1,0,0
1970-01-11T00:00:00Z,Ian Henderson,2,0,0
1970-01-11T00:00:00Z,Colin Skirton,2,0,0
1970-01-18T00:00:00Z,Colin Skirton,1,0,0
1970-01-24T00:00:00Z,John Watkins,1,0,0
1970-01-24T00:00:00Z,Colin Skirton,1,0,0
1970-02-01T00:00:00Z,Colin Skirton,2,0,0
1970-02-07T00:00:00Z,Colin Skirton,2,0,0
1970-02-21T00:00:00Z,John Watkins,1,0,0
1970-02-21T00:00:00Z,Billy Webb,1,0,0
1970-03-15T00:00:00Z,Colin Skirton,2,0,0
1970-03-15T00:00:00Z,Ian Henderson,1,0,0
1970-03-15T00:00:00Z,Tony Albin,1,0,0
1970-03-28T00:00:00Z,Colin Skirton,3,0,0
1970-04-05T00:00:00Z,Colin Skirton,1,0,0
1970-04-05T00:00:00Z,Ian Henderson,1,0,0
1970-04-05T00:00:00Z,Billy Webb,1,0,0
1970-04-05T00:00:00Z,John Watkins,1,0,0
1970-08-15T00:00:00Z,Ian Henderson,1,0,0
1970-08-22T00:00:00Z,Ian Henderson,1,0,0
1970-08-22T00:00:00Z,John Watkins,1,0,0
1970-08-29T00:00:00Z,Brown,1,0,0
1970-08-29T00:00:00Z,Philip Curtis,1,0,0
1970-08-29T00:00:00Z,Ian Henderson,2,0,0
1970-09-05T00:00:00Z,Ian Henderson,4,0,0
1970-09-05T00:00:00Z,John Watkins,1,0,0
1970-09-12T00:00:00Z,Ian Henderson,1,0,0
1970-09-19T00:00:00Z,Ian Henderson,1,0,0
1970-09-19T00:00:00Z,Philip Curtis,1,0,0
1970-10-03T00:00:00Z,Clive Johnston,1,0,0
1970-10-17T00:00:00Z,Trevor Rhodes,1,0,0
1970-10-17T00:00:00Z,Ian Henderson,1,0,0
1970-10-19T00:00:00Z,Trevor Rhodes,1,0,0
1970-10-19T00:00:00Z,Philip Curtis,1,0,0
1970-10-19T00:00:00Z,Paul Hopkins,1,0,0
1970-10-31T00:00:00Z,Ian Henderson,1,0,0
1970-10-31T00:00:00Z,Roy James,1,0,0
1970-11-03T00:00:00Z,Roy James,2,0,0
1970-11-07T00:00:00Z,Ian Henderson,2,0,0
1970-11-07T00:00:00Z,Clive Johnston,1,0,0
1970-11-14T00:00:00Z,Roy James,1,0,0
1970-11-14T00:00:00Z,Ian Henderson,1,0,0
1970-11-14T00:00:00Z,Trevor Rhodes,1,0,0
1970-11-21T00:00:00Z,Ian Henderson,1,0,0
1970-11-21T00:00:00Z,Paul Hopkins,1,0,0
1970-11-28T00:00:00Z,Paul Hopkins,1,0,0
1970-11-28T00:00:00Z,Ian Henderson,1,0,0
1970-12-05T00:00:00Z,Paul Hopkins,1,0,0
1970-12-26T00:00:00Z,Bob Tisdale,1,0,0
1971-01-09T00:00:00Z,Roy James,1,0,0
1971-01-23T00:00:00Z,Ian Henderson,3,0,0
1971-01-23T00:00:00Z,OG,1,0,1
1971-01-23T00:00:00Z,Micky Slocombe,1,0,0
1971-01-23T00:00:00Z,Roy James,1,0,0
1971-02-06T00:00:00Z,Ian Henderson,1,0,0
1971-02-06T00:00:00Z,Clive Johnston,1,0,0
1971-02-13T00:00:00Z,Trevor Rhodes,1,0,0
1971-02-13T00:00:00Z,Graham Muxworthy,1,0,0
1971-02-13T00:00:00Z,Roy James,1,0,0
1971-02-20T00:00:00Z,Roy James,1,0,0
1971-02-20T00:00:00Z,Ian Henderson,2,0,0
1971-03-13T00:00:00Z,Trevor Rhodes,1,0,0
1971-03-16T00:00:00Z,Paul Hopkins,1,0,0
1971-03-16T00:00:00Z,OG,1,0,1
1971-03-16T00:00:00Z,Roger Coombs,1,0,0
1971-03-16T00:00:00Z,Ian Henderson,1,0,0
1971-03-20T00:00:00Z,Paul Abrahams,1,0,0
1971-03-20T00:00:00Z,Ian Henderson,1,0,0
1971-03-27T00:00:00Z,John Watkins,1,0,0
1971-03-31T00:00:00Z,John Watkins,1,0,0
1971-03-31T00:00:00Z,Paul Abrahams,1,0,0
1971-04-03T00:00:00Z,John Watkins,1,0,0
1971-04-03T00:00:00Z,OG,1,0,1
1971-04-09T00:00:00Z,Ian Henderson,1,0,0
1971-04-09T00:00:00Z,Trevor Rhodes,1,0,0
1971-04-10T00:00:00Z,Ian Henderson,1,0,0
1971-04-12T00:00:00Z,Paul Abrahams,1,0,0
1971-04-12T00:00:00Z,Malcolm Norman,1,0,0
1971-04-14T00:00:00Z,Roy James,2,0,0
1971-04-14T00:00:00Z,Paul Abrahams,1,0,0
1971-04-14T00:00:00Z,John Watkins,1,0,0
1971-04-17T00:00:00Z,Roy James,1,0,0
1971-04-17T00:00:00Z,Ian Henderson,1,0,0
1971-04-17T00:00:00Z,John Watkins,1,0,0
1971-04-22T00:00:00Z,Micky Slocombe,1,0,0
1971-04-22T00:00:00Z,Roy James,1,0,0
1971-04-24T00:00:00Z,Ian Henderson,1,0,0
1971-04-24T00:00:00Z,John Watkins,1,0,0
1971-04-28T00:00:00Z,Paul Abrahams,1,0,0
1971-04-28T00:00:00Z,Ian Henderson,1,0,0
1971-08-14T00:00:00Z,Bob Morgan,2,0,0
1971-08-21T00:00:00Z,Ian Henderson,2,0,0
1971-08-28T00:00:00Z,Bob Morgan,1,0,0
1971-09-01T00:00:00Z,Ian Henderson,1,0,0
1971-09-05T00:00:00Z,Bob Morgan,2,0,0
1971-09-08T00:00:00Z,Ian Henderson,5,0,0
1971-09-11T00:00:00Z,Ian Henderson,2,0,0
1971-09-11T00:00:00Z,Ralph Norton,1,0,0
1971-09-14T00:00:00Z,Ian Henderson,2,0,0
1971-09-18T00:00:00Z,John Watkins,1,0,0
1971-10-02T00:00:00Z,Ralph Norton,1,0,0
1971-10-09T00:00:00Z,Ian Henderson,1,0,0
1971-10-16T00:00:00Z,OG,1,0,1
1971-10-16T00:00:00Z,Trevor Rhodes,1,0,0
1971-10-16T00:00:00Z,Ian Henderson,1,0,0
1971-10-30T00:00:00Z,Geoff Elliott,1,0,0
1971-10-30T00:00:00Z,John Watkins,1,0,0
1971-11-13T00:00:00Z,Ian Henderson,1,0,0
1971-11-27T00:00:00Z,Ian Henderson,1,0,0
1971-12-04T00:00:00Z,Geoff Elliott,1,0,0
1971-12-04T00:00:00Z,Ian Henderson,1,0,0
1971-12-04T00:00:00Z,Paul Hopkins,1,0,0
1971-12-18T00:00:00Z,Geoff Elliott,1,0,0
1971-12-27T00:00:00Z,Trevor Rhodes,1,0,0
1971-12-27T00:00:00Z,Ian Henderson,1,0,0
1972-01-01T00:00:00Z,Trevor Rhodes,1,0,0
1972-01-01T00:00:00Z,Geoff Elliott,1,0,0
1972-01-08T00:00:00Z,Ian Henderson,2,0,0
1972-01-08T00:00:00Z,Dave Stone,1,0,0
1972-01-22T00:00:00Z,Trevor Rhodes,1,0,0
1972-02-19T00:00:00Z,Geoff Elliott,1,0,0
1972-02-19T00:00:00Z,Trevor Rhodes,1,0,0
1972-02-26T00:00:00Z,Trevor Rhodes,1,0,0
1972-02-26T00:00:00Z,Ian Henderson,2,0,0
1972-03-11T00:00:00Z,G Anderton,1,0,0
1972-03-18T00:00:00Z,Trevor Rhodes,2,0,0
